Campaign_Name,Id,Status,Date,Month,Amount,Payout,Currency,Sub_Id,Inventory,Partner,Email_Id
Myntra,19811556,pending,2024-10-02,V-Oct'24,219,9.31,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19811509,pending,2024-10-02,V-Oct'24,258,10.97,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19811487,pending,2024-10-02,V-Oct'24,277,11.77,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19811478,pending,2024-10-02,V-Oct'24,286,12.16,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19811463,pending,2024-10-02,V-Oct'24,299,12.71,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19811459,pending,2024-10-02,V-Oct'24,299,12.71,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19811456,pending,2024-10-02,V-Oct'24,299,12.71,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19811447,pending,2024-10-02,V-Oct'24,308,13.09,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19811443,pending,2024-10-02,V-Oct'24,311,13.22,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19811435,pending,2024-10-02,V-Oct'24,319,13.56,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19811400,pending,2024-10-02,V-Oct'24,341,14.49,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19811381,pending,2024-10-02,V-Oct'24,355,15.09,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19865392,pending,2024-10-04,V-Oct'24,179,7.61,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19865390,pending,2024-10-04,V-Oct'24,189,8.03,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19865382,pending,2024-10-04,V-Oct'24,199,8.46,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19865373,pending,2024-10-04,V-Oct'24,209,8.88,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19865364,pending,2024-10-04,V-Oct'24,215,9.14,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19865353,pending,2024-10-04,V-Oct'24,226,9.61,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19865343,pending,2024-10-04,V-Oct'24,234,9.94,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19865342,pending,2024-10-04,V-Oct'24,235,9.99,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19865338,pending,2024-10-04,V-Oct'24,239,10.16,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19865323,pending,2024-10-04,V-Oct'24,258,10.97,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19865292,pending,2024-10-04,V-Oct'24,278,11.82,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19865291,pending,2024-10-04,V-Oct'24,279,11.86,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19865275,pending,2024-10-04,V-Oct'24,284,12.07,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19865252,pending,2024-10-04,V-Oct'24,298,12.67,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19865250,pending,2024-10-04,V-Oct'24,298,12.67,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19865221,pending,2024-10-04,V-Oct'24,307,13.05,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19865155,pending,2024-10-04,V-Oct'24,339,14.41,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19864648,pending,2024-10-04,V-Oct'24,370,15.73,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19864646,pending,2024-10-04,V-Oct'24,371,15.77,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19864641,pending,2024-10-04,V-Oct'24,377,16.02,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19864614,pending,2024-10-04,V-Oct'24,396,16.83,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19864543,pending,2024-10-04,V-Oct'24,408,17.34,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19864528,pending,2024-10-04,V-Oct'24,424,18.02,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19864521,pending,2024-10-04,V-Oct'24,435,18.49,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19864520,pending,2024-10-04,V-Oct'24,435,18.49,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19864473,pending,2024-10-04,V-Oct'24,471,20.02,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19864471,pending,2024-10-04,V-Oct'24,474,20.15,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19864467,pending,2024-10-04,V-Oct'24,475,20.19,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19864463,pending,2024-10-04,V-Oct'24,479,20.36,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19864453,pending,2024-10-04,V-Oct'24,485,20.61,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19864450,pending,2024-10-04,V-Oct'24,488,20.74,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19864441,pending,2024-10-04,V-Oct'24,494,21,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19864424,pending,2024-10-04,V-Oct'24,512,21.76,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19864420,pending,2024-10-04,V-Oct'24,517,21.97,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19864419,pending,2024-10-04,V-Oct'24,517,21.97,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19864414,pending,2024-10-04,V-Oct'24,524,22.27,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19864372,pending,2024-10-04,V-Oct'24,569,24.18,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19864357,pending,2024-10-04,V-Oct'24,580,24.65,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19864351,pending,2024-10-04,V-Oct'24,510,21.68,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19864333,pending,2024-10-04,V-Oct'24,601,25.54,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19864326,pending,2024-10-04,V-Oct'24,606,25.76,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19864325,pending,2024-10-04,V-Oct'24,606,25.76,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19864322,pending,2024-10-04,V-Oct'24,609,25.88,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19864315,pending,2024-10-04,V-Oct'24,613,26.05,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19864303,pending,2024-10-04,V-Oct'24,624.000001,26.52,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19864291,pending,2024-10-04,V-Oct'24,644,27.37,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19864288,pending,2024-10-04,V-Oct'24,644,27.37,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19864287,pending,2024-10-04,V-Oct'24,647,27.5,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19864285,pending,2024-10-04,V-Oct'24,649,27.58,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19864283,pending,2024-10-04,V-Oct'24,649,27.58,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19864281,pending,2024-10-04,V-Oct'24,653,27.75,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19864278,pending,2024-10-04,V-Oct'24,658,27.97,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19864268,pending,2024-10-04,V-Oct'24,666,28.3,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19864265,pending,2024-10-04,V-Oct'24,668,28.39,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19864264,pending,2024-10-04,V-Oct'24,669,28.43,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19864248,pending,2024-10-04,V-Oct'24,689,29.28,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19864229,pending,2024-10-04,V-Oct'24,699,29.71,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19864214,pending,2024-10-04,V-Oct'24,713,30.3,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19864213,pending,2024-10-04,V-Oct'24,713,30.3,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19864212,pending,2024-10-04,V-Oct'24,714,30.35,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19864202,pending,2024-10-04,V-Oct'24,729,30.98,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19864201,pending,2024-10-04,V-Oct'24,729,30.98,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19864193,pending,2024-10-04,V-Oct'24,739,31.41,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19864190,pending,2024-10-04,V-Oct'24,740,31.45,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19864186,pending,2024-10-04,V-Oct'24,744,31.62,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19864172,pending,2024-10-04,V-Oct'24,763,32.43,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19864164,pending,2024-10-04,V-Oct'24,769,32.68,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19864157,pending,2024-10-04,V-Oct'24,777,33.02,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19864142,pending,2024-10-04,V-Oct'24,798,33.92,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19864134,pending,2024-10-04,V-Oct'24,807,34.3,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19864130,pending,2024-10-04,V-Oct'24,812,34.51,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19864128,pending,2024-10-04,V-Oct'24,814,34.6,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19864119,pending,2024-10-04,V-Oct'24,829,35.23,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19864116,pending,2024-10-04,V-Oct'24,831,35.32,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19864113,pending,2024-10-04,V-Oct'24,836,35.53,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19864112,pending,2024-10-04,V-Oct'24,844,35.87,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19864088,pending,2024-10-04,V-Oct'24,873,37.1,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19864065,pending,2024-10-04,V-Oct'24,898,38.17,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19864053,pending,2024-10-04,V-Oct'24,909,38.63,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19864036,pending,2024-10-04,V-Oct'24,929,39.48,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19864020,pending,2024-10-04,V-Oct'24,947,40.25,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19864013,pending,2024-10-04,V-Oct'24,954,40.55,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19864010,pending,2024-10-04,V-Oct'24,965,41.01,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19864003,pending,2024-10-04,V-Oct'24,975,41.44,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19863973,pending,2024-10-04,V-Oct'24,1029,43.73,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19863971,pending,2024-10-04,V-Oct'24,1033,43.9,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19863965,pending,2024-10-04,V-Oct'24,1042,44.29,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19863944,pending,2024-10-04,V-Oct'24,1072.999998,45.6,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19863929,pending,2024-10-04,V-Oct'24,1097,46.62,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19863922,pending,2024-10-04,V-Oct'24,1104,46.92,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19863918,pending,2024-10-04,V-Oct'24,1108,47.09,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19863892,pending,2024-10-04,V-Oct'24,1138,48.37,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19863883,pending,2024-10-04,V-Oct'24,1151,48.92,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19863880,pending,2024-10-04,V-Oct'24,1154,49.05,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19863876,pending,2024-10-04,V-Oct'24,1171,49.77,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19863868,pending,2024-10-04,V-Oct'24,392.909308,16.7,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19863857,pending,2024-10-04,V-Oct'24,806.997998,34.3,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19863845,pending,2024-10-04,V-Oct'24,1241,52.74,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19863840,pending,2024-10-04,V-Oct'24,597,25.37,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19863837,pending,2024-10-04,V-Oct'24,1259,53.51,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19863828,pending,2024-10-04,V-Oct'24,1270,53.98,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19863789,pending,2024-10-04,V-Oct'24,1330,56.53,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19863780,pending,2024-10-04,V-Oct'24,1349,57.33,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19863774,pending,2024-10-04,V-Oct'24,1352,57.46,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19863733,pending,2024-10-04,V-Oct'24,1439,61.16,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19863730,pending,2024-10-04,V-Oct'24,1446,61.46,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19863717,pending,2024-10-04,V-Oct'24,1477,62.77,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19863701,pending,2024-10-04,V-Oct'24,1499,63.71,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19863694,pending,2024-10-04,V-Oct'24,1519,64.56,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19863666,pending,2024-10-04,V-Oct'24,1619,68.81,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19863658,pending,2024-10-04,V-Oct'24,1640,69.7,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19863655,pending,2024-10-04,V-Oct'24,1649,70.08,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19863653,pending,2024-10-04,V-Oct'24,1664,70.72,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19863652,pending,2024-10-04,V-Oct'24,145.607143,6.19,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19863651,pending,2024-10-04,V-Oct'24,1669,70.93,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19863624,pending,2024-10-04,V-Oct'24,1746,74.21,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19863592,pending,2024-10-04,V-Oct'24,1919,81.56,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19863568,pending,2024-10-04,V-Oct'24,2041,86.74,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19863557,pending,2024-10-04,V-Oct'24,2127,90.4,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19863544,pending,2024-10-04,V-Oct'24,2240,95.2,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19863535,pending,2024-10-04,V-Oct'24,2329.000001,98.98,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19863501,pending,2024-10-04,V-Oct'24,1104.945361,46.96,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19863487,pending,2024-10-04,V-Oct'24,2720.75,115.63,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19863485,pending,2024-10-04,V-Oct'24,2749,116.83,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19863482,pending,2024-10-04,V-Oct'24,1024.067359,43.52,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19863477,pending,2024-10-04,V-Oct'24,2916.999999,123.97,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19863455,pending,2024-10-04,V-Oct'24,3398.000001,144.42,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19863453,pending,2024-10-04,V-Oct'24,811.801458,34.5,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19863451,pending,2024-10-04,V-Oct'24,334.746656,14.23,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19863432,pending,2024-10-04,V-Oct'24,3625,154.06,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19863424,pending,2024-10-04,V-Oct'24,3822,162.44,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19863415,pending,2024-10-04,V-Oct'24,4019,170.81,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19811377,pending,2024-10-02,V-Oct'24,359,15.26,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19811373,pending,2024-10-02,V-Oct'24,361,15.34,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19811368,pending,2024-10-02,V-Oct'24,367,15.6,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19811366,pending,2024-10-02,V-Oct'24,368,15.64,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19811361,pending,2024-10-02,V-Oct'24,373,15.85,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19811353,pending,2024-10-02,V-Oct'24,378,16.06,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19811345,pending,2024-10-02,V-Oct'24,388,16.49,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19811335,pending,2024-10-02,V-Oct'24,396,16.83,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19811330,pending,2024-10-02,V-Oct'24,398,16.92,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19811329,pending,2024-10-02,V-Oct'24,398.999999,16.96,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19811321,pending,2024-10-02,V-Oct'24,403,17.13,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19811308,pending,2024-10-02,V-Oct'24,411,17.47,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19811283,pending,2024-10-02,V-Oct'24,439,18.66,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19811272,pending,2024-10-02,V-Oct'24,443,18.83,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19811268,pending,2024-10-02,V-Oct'24,447,19,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19811263,pending,2024-10-02,V-Oct'24,449,19.08,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19811168,pending,2024-10-02,V-Oct'24,508,21.59,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19811158,pending,2024-10-02,V-Oct'24,503.848178,21.41,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19811150,pending,2024-10-02,V-Oct'24,520,22.1,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19811146,pending,2024-10-02,V-Oct'24,524,22.27,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19811137,pending,2024-10-02,V-Oct'24,94.921875,4.03,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19811128,pending,2024-10-02,V-Oct'24,539,22.91,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19811122,pending,2024-10-02,V-Oct'24,540,22.95,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19811106,pending,2024-10-02,V-Oct'24,439,18.66,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19811098,pending,2024-10-02,V-Oct'24,557,23.67,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19811085,pending,2024-10-02,V-Oct'24,561,23.84,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19811079,pending,2024-10-02,V-Oct'24,564,23.97,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19811069,pending,2024-10-02,V-Oct'24,569,24.18,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19811055,pending,2024-10-02,V-Oct'24,578,24.57,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19811047,pending,2024-10-02,V-Oct'24,588,24.99,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19811041,pending,2024-10-02,V-Oct'24,591,25.12,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19811037,pending,2024-10-02,V-Oct'24,594,25.25,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19811036,pending,2024-10-02,V-Oct'24,594,25.25,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19811031,pending,2024-10-02,V-Oct'24,596,25.33,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19811020,pending,2024-10-02,V-Oct'24,602,25.59,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19811001,pending,2024-10-02,V-Oct'24,618,26.27,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19810972,pending,2024-10-02,V-Oct'24,629,26.73,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19810967,pending,2024-10-02,V-Oct'24,637,27.07,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19810953,pending,2024-10-02,V-Oct'24,644,27.37,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19810945,pending,2024-10-02,V-Oct'24,649,27.58,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19810939,pending,2024-10-02,V-Oct'24,654,27.8,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19810936,pending,2024-10-02,V-Oct'24,654,27.8,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19810935,pending,2024-10-02,V-Oct'24,659,28.01,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19810913,pending,2024-10-02,V-Oct'24,678,28.82,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19810906,pending,2024-10-02,V-Oct'24,679,28.86,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19810903,pending,2024-10-02,V-Oct'24,680.000001,28.9,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19810902,pending,2024-10-02,V-Oct'24,683,29.03,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19810901,pending,2024-10-02,V-Oct'24,683,29.03,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19810897,pending,2024-10-02,V-Oct'24,687,29.2,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19810881,pending,2024-10-02,V-Oct'24,699,29.71,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19810879,pending,2024-10-02,V-Oct'24,699,29.71,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19810878,pending,2024-10-02,V-Oct'24,699,29.71,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19810876,pending,2024-10-02,V-Oct'24,699,29.71,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19810873,pending,2024-10-02,V-Oct'24,703,29.88,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19810865,pending,2024-10-02,V-Oct'24,706,30,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19810856,pending,2024-10-02,V-Oct'24,718,30.52,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19810854,pending,2024-10-02,V-Oct'24,719,30.56,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19810846,pending,2024-10-02,V-Oct'24,727,30.9,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19810844,pending,2024-10-02,V-Oct'24,729,30.98,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19810829,pending,2024-10-02,V-Oct'24,267,11.35,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19810816,pending,2024-10-02,V-Oct'24,749,31.83,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19810802,pending,2024-10-02,V-Oct'24,765,32.51,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19810789,pending,2024-10-02,V-Oct'24,779,33.11,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19810788,pending,2024-10-02,V-Oct'24,779,33.11,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19810773,pending,2024-10-02,V-Oct'24,788,33.49,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19810772,pending,2024-10-02,V-Oct'24,788,33.49,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19810771,pending,2024-10-02,V-Oct'24,788,33.49,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19810754,pending,2024-10-02,V-Oct'24,791,33.62,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19810753,pending,2024-10-02,V-Oct'24,791,33.62,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19810747,pending,2024-10-02,V-Oct'24,794,33.75,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19810744,pending,2024-10-02,V-Oct'24,797,33.87,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19810732,pending,2024-10-02,V-Oct'24,799,33.96,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19810725,pending,2024-10-02,V-Oct'24,809,34.38,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19810715,pending,2024-10-02,V-Oct'24,824,35.02,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19810712,pending,2024-10-02,V-Oct'24,824,35.02,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
Myntra,19810707,pending,2024-10-02,V-Oct'24,828,35.19,INR,,Realpricetracker,Cuelinks,contact@xocoupon.com
